Class	name	compound	medium	mass	units	cheb_name	cheb_mass	mmol_per_L	dynamic
Amino Acids	l-Cysteine	cys__L	M11	0.5	g	L-cysteine	121.158	4.126842635236633	1
Amino Acids	l-Arginine	arg__L	M11	0.72	g	L-arginine	174.201	4.13315652608194	1
Amino Acids	l-Valine	val__L	M11	0.7	g	L-valine	117.14638	5.975430055969292	1
Amino Acids	l-Methionine	met__L	M11	0.125	g	L-methionine	149.21238	0.8377320970284101	1
Amino Acids	l-Leucine	leu__L	M11	1.0	g	L-leucine	131.17296	7.62352240888671	1
Amino Acids	l-Isoleucine	ile__L	M11	0.24	g	L-isoleucine	131.175	1.8296169239565463	1
Amino Acids	l-Histidine	his__L	M11	0.171	g	L-histidine	155.15468	1.1021259558525724	1
Other	NAD (N1511)	nad	M11	2.0	mg	NAD zwitterion	663.42538	0.0030146570515586844	1
Sugars	Lactose	lcts	M11	1.0	g	lactose	342.297	2.9214395685618046	1
Sugars	Maltose	malt	M11	1.0	g	alpha-maltose	342.29648	2.921444006669306	1
Sugars	Cellobiose	cellb	M11	1.0	g	beta-cellobiose	342.29648	2.921444006669306	1
Sugars	Fructose	fru	M11	1.0	g	D-fructose	180.15588	5.550748607261667	1
Sugars	D-glucose	glc__D	M11	5.0	g	D-glucose	180.15588	27.753743036308336	1
Amino Acids	l-Aspartic acid	asp__L	M11	0.05	g	L-aspartate(1-)	132.09478	0.3785160927630903	1
Amino Acids	l-Glutamine	gln__L	M11	0.6	g	L-glutamine	146.14458	4.105523448081345	1
Amino Acids	l-Threonine	thr__L	M11	0.5	g	L-threonine	119.1192	4.197476141545612	1
SCFAs	Isovaleric acid	3mb	M11	0.1	mL	isovaleric acid	102.1317	1.0	1
Vitamins	Lipoic acid	lipoate	M11	1.05	mg	lipoate	205.31962	0.005113977904303545	1
Vitamins	p-Aminobenzoic acid	4abz	M11	50.0	µg	4-aminobenzoic acid	137.136	0.0003646015634115039	1
Vitamins	Pyridoxine HCl	pydxn	M11	4.8	mg	pyridoxine	169.18	0.028372148008038774	1
Vitamins	L-Glutathione reduced	gthrd	M11	15.0	mg	glutathione	307.32	0.04880905896134323	1
Vitamins	myo-Inositol	inost	M11	2.0	mg	myo-inositol	180.15588	0.011101497214523333	1
Vitamins	Niacin	nac	M11	0.9	mg	nicotinate	122.1015	0.007370916819203694	1
Vitamins	Folic acid	fol	M11	0.56	mg	folic acid	441.3975	0.0012686977157777288	1
Vitamins	Ascorbic acid	ascb__L	M11	0.5	g	L-ascorbate	175.11618	2.855247299250132	1
Vitamins	Riboflavin	ribflv	M11	0.9	mg	riboflavin	376.369	0.0023912702693367413	1
Vitamins	Biotin	btn	M11	6.02	mg	biotin	244.31172	0.02464065170512491	1
Vitamins	Vitamin K (menadione)	mndn	M11	1.0	mg	menadione	172.183	0.0058077742866601235	1
Nucleotides	Xanthine	xan	M11	3.8	mg	9H-xanthine	152.11102	0.02498175345875664	1
Nucleotides	Uracil	ura	M11	23.0	mg	uracil	112.08684	0.20519804109028322	1
Nucleotides	Guanine	gua	M11	5.6	mg	guanine	151.126	0.037055172505062	1
Nucleotides	Adenine	ade	M11	11.0	mg	adenine	135.1269	0.08140496081831226	1
Amino Acids	l-Lysine	lys__L	M11	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Amino Acids	Glycine	gly	M11	0.3	g	glycine	75.06664	3.9964490218291364	1
Amino Acids	l-Alanine	ala__L	M11	0.4	g	L-alanine	89.09322	4.489679461579681	1
Amino Acids	l-Serine	ser__L	M11	0.5	g	L-serine	105.09262	4.757708010324607	1
SCFAs	Butyric acid	but	M11	2.0	mL			4.0	1
Minerals	Ammonium citrate dibasic	cit	M11	1.7	g	citrate(4-)	188.092	9.038130276673117	1
Minerals	NaHCO3	hco3	M11	0.4	g	carbonic acid	62.02478	6.449035369412032	1
Vitamins	Vitamin B12	cbl1	M11	1.0	µg	cob(I)alamin	1330.3557	7.516786675924341e-07	1
Vitamins	Vitamin B12	cbl2	M11	1.0	µg		1328.56433	7.526921936854951e-07	1
Vitamins	Thiamine HCl	thm	M11	0.56	mg	thiamine(1+) chloride	300.80844	0.00186164989253626	1
Vitamins	Calcium Pantothenate	pnto__R	M11	1.57	mg	(R)-pantothenate	218.22708	0.007194340867320408	1
manual curation	multiple	h2o	M11	10000.0	g	water	18.0153	555083.7343813314	0
Minerals	FeSO4 . 7H2O	fe2	M11	4.0	mg	iron(2+)	55.845	0.07162682424568001	0
Minerals	Co(NO3)2 . 6H2O	no3	M11	1.0	mg	nitrate	62.0049	0.01612775764496032	1
Minerals	Na2SeO3 (anhydrous)	slnt	M11	10.0	µg	selenite(2-)	126.9582	7.876608206480559e-05	1
Minerals	Na2WO4 . 2H2O	tungs	M11	0.1	mg	tungstate	247.8376	0.00040349002734048426	1
SCFAs	Propionic acid	ppa	M11	2.0	mL			8.0	1
Other	Hematin	pheme	M13	1.2	mg	ferroheme b	616.487	0.0019465130651579027	1
Buffer	KH2PO4	k	M13	13.6	g	potassium(1+)	39.0983	347.84121048741247	0
Vitamins	Vitamin B12	cbl2	M13	5.0	µg		1328.56433	3.7634609684274754e-06	1
Vitamins	Vitamin B12	cbl1	M13	5.0	µg	cob(I)alamin	1330.3557	3.7583933379621707e-06	1
Minerals	(NH4)2SO4	nh4	M13	1.12	g	ammonia	17.03056	65.76413224227507	1
Minerals	NaCl	na1	M13	0.88	g	sodium(1+)	22.98977	38.27789490716958	0
Minerals	CaCl2 (anhydrous)	ca2	M13	5.55	g	calcium(2+)	40.078	138.47996407006335	0
Minerals	MgCl2	mg2	M13	9.52	mg	magnesium(2+)	24.305	0.39168895289035177	0
Minerals	FeSO4 . 7H2O	fe2	M13	0.384	mg	iron(2+)	55.845	0.006876175127585281	0
manual curation	multiple	zn2	M13	10000.0	g	zinc(2+)	65.39	152928.5823520416	0
manual curation	multiple	mn2	M13	10000.0	g	manganese(2+)	54.93805	182023.20613855062	0
manual curation	multiple	ni2	M13	10000.0	g	nickel(2+)	58.6934	170376.90779542504	0
manual curation	multiple	fe3	M13	10000.0	g	iron(3+)	55.845	179067.06061420002	0
manual curation	multiple	cu2	M13	10000.0	g	copper(2+)	63.546	157366.31731344224	0
manual curation	multiple	cobalt2	M13	10000.0	g	cobalt(2+)	58.9332	169683.64181819416	0
manual curation	multiple	h2o	M13	10000.0	g	water	18.0153	555083.7343813314	0
Sugars	D-glucose	glc__D	M13	5.0	g	D-glucose	180.15588	27.753743036308336	1
Buffer	KH2PO4	pi	M13	13.6	g	phosphate(3-)	94.97136	143.20106608981905	0
Buffer	KH2PO4	h	M13	13.6	g	hydron	1.00794	13492.866638887233	0
Amino Acids	l-Histidine	his__L	M13	31.0	mg	L-histidine	155.15468	0.19980061187970607	1
Amino Acids	l-Cysteine	cys__L	M13	0.5	g	L-cysteine	121.158	4.126842635236633	1
Vitamins	Vitamin K (menadione)	mndn	M13	1.0	mg	menadione	172.183	0.0058077742866601235	1
Amino Acids	l-Lysine	lys__L	M14	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Vitamins	Biotin	btn	M14	5.0	µg	biotin	244.31172	2.0465657562396106e-05	1
Amino Acids	l-Tyrosine	tyr__L	M14	0.25	g	L-tyrosine	181.18858	1.3797779087401645	1
Sugars	D-glucose	glc__D	M14	10.0	g	D-glucose	180.15588	55.50748607261667	1
Amino Acids	l-Histidine	his__L	M14	0.5	g	L-histidine	155.15468	3.222590514188808	1
Amino Acids	l-Isoleucine	ile__L	M14	0.5	g	L-isoleucine	131.175	3.811701924909472	1
Amino Acids	l-Leucine	leu__L	M14	0.5	g	L-leucine	131.17296	3.811761204443355	1
Amino Acids	l-Methionine	met__L	M14	0.35	g	L-methionine	149.21238	2.3456498716795484	1
Amino Acids	l-Tryptophan	trp__L	M14	0.25	g	L-tryptophan	204.22526	1.2241384831631503	1
Amino Acids	l-Valine	val__L	M14	0.375	g	L-valine	117.14638	3.201123244269264	1
Amino Acids	l-Cysteine	cys__L	M14	0.4	g	L-cysteine	121.158	3.3014741081893066	1
Amino Acids	l-Glutamic acid	glu__L	M14	1.0	g	L-glutamate(1-)	146.12136	6.843626421215898	1
Amino Acids	l-Phenylalanine	phe__L	M14	0.25	g	L-phenylalanine	165.18918	1.513416314555227	1
Amino Acids	l-Proline	pro__L	M14	0.25	g	L-proline	115.1305	2.1714489210070314	1
Amino Acids	l-Aspartic acid	asp__L	M14	1.0	g	L-aspartate(1-)	132.09478	7.570321855261806	1
Amino Acids	l-Serine	ser__L	M14	0.375	g	L-serine	105.09262	3.568281007743455	1
Vitamins	Ascorbic acid	ascb__L	M14	0.25	g	L-ascorbate	175.11618	1.427623649625066	1
Amino Acids	l-Threonine	thr__L	M14	0.5	g	L-threonine	119.1192	4.197476141545612	1
Amino Acids	l-Alanine	ala__L	M14	0.25	g	L-alanine	89.09322	2.8060496634873	1
Amino Acids	Glycine	gly	M14	0.5	g	glycine	75.06664	6.660748369715228	1
Amino Acids	l-Arginine	arg__L	M14	2.5	g	L-arginine	174.201	14.351237937784514	1
Vitamins	Niacin	nac	M14	1.0	mg	nicotinate	122.1015	0.008189907576892995	1
Nucleotides	Uracil	ura	M14	10.0	mg	uracil	112.08684	0.08921653960447096	1
Minerals	Sodium thioglycollate	thiog	M14	1.0	g	thioglycolate(1-)	91.11002	10.975741197290922	1
Minerals	MgSO4 * 7 H2O	mg2	M14	0.1	g	magnesium(2+)	24.305	4.114379757251594	0
Vitamins	Calcium Pantothenate	pnto__R	M14	1.0	mg	(R)-pantothenate	218.22708	0.004582382718038476	1
Vitamins	Calcium Pantothenate	ca2	M14	1.0	mg	calcium(2+)	40.078	0.024951344877488894	0
Buffer	KH2PO4	k	M14	0.7	g	potassium(1+)	39.0983	17.90359171626388	0
Vitamins	Pyridoxamine . 2 HCl	pydam	M14	0.77	mg	pyridoxamine(2+)	170.209	0.004523850090183246	1
Vitamins	Thiamine HCl	thm	M14	1.0	mg	thiamine(1+) chloride	300.80844	0.003324374808100464	1
Nucleotides	Adenine	ade	M14	17.4	mg	adenine	135.1269	0.12876784711260303	1
manual curation	multiple	h2o	M14	10000.0	g	water	18.0153	555083.7343813314	0
manual curation	multiple	cobalt2	M14	10000.0	g	cobalt(2+)	58.9332	169683.64181819416	0
manual curation	multiple	cu2	M14	10000.0	g	copper(2+)	63.546	157366.31731344224	0
manual curation	multiple	fe3	M14	10000.0	g	iron(3+)	55.845	179067.06061420002	0
manual curation	multiple	ni2	M14	10000.0	g	nickel(2+)	58.6934	170376.90779542504	0
Minerals	FeSO4 . 7H2O	fe2	M14	50.0	mg	iron(2+)	55.845	0.8953353030710002	0
Minerals	(NH4)6Mo7O24·4H2O	mobd	M15A	51.703	µg	molybdate	159.9376	0.00032326982523184043	1
Minerals	NaCl	na1	M15A	2.92	g	sodium(1+)	22.98977	127.01301491924453	0
Buffer	K2HPO4	pi	M15A	0.2299	g	phosphate(3-)	94.97136	2.420729786327162	0
Sugars	D-glucose	glc__D	M15A	4.0	g	D-glucose	180.15588	22.20299442904667	1
manual curation	multiple	h2o	M15A	10000.0	g	water	18.0153	555083.7343813314	0
Minerals	CaCl2 (anhydrous)	ca2	M15A	55.5	mg	calcium(2+)	40.078	1.3847996407006338	0
manual curation	multiple	ni2	M15A	10000.0	g	nickel(2+)	58.6934	170376.90779542504	0
manual curation	multiple	fe3	M15A	10000.0	g	iron(3+)	55.845	179067.06061420002	0
Minerals	FeSO4 . 7H2O	fe2	M15A	2.78	mg	iron(2+)	55.845	0.049780642850747604	0
Minerals	MgCl2	mg2	M15A	50.27	mg	magnesium(2+)	24.305	2.0682987039703766	0
manual curation	multiple	ni2	M15B	10000.0	g	nickel(2+)	58.6934	170376.90779542504	0
manual curation	multiple	fe3	M15B	10000.0	g	iron(3+)	55.845	179067.06061420002	0
manual curation	multiple	h2o	M15B	10000.0	g	water	18.0153	555083.7343813314	0
Minerals	FeSO4 . 7H2O	fe2	M15B	2.78	mg	iron(2+)	55.845	0.049780642850747604	0
Minerals	MgCl2	mg2	M15B	50.27	mg	magnesium(2+)	24.305	2.0682987039703766	0
Minerals	NaCl	na1	M15B	2.92	g	sodium(1+)	22.98977	127.01301491924453	0
Minerals	(NH4)6Mo7O24·4H2O	mobd	M15B	51.703	µg	molybdate	159.9376	0.00032326982523184043	1
Minerals	CaCl2 (anhydrous)	ca2	M15B	55.5	mg	calcium(2+)	40.078	1.3847996407006338	0
Sugars	D-glucose	glc__D	M15B	0.5	g	D-glucose	180.15588	2.7753743036308336	1
Buffer	K2HPO4	pi	M15B	22.99	mg	phosphate(3-)	94.97136	0.2420729786327162	0
Vitamins	Pyridoxal * HCl	pydx	M16	2.0	mg	pyridoxal(1+)	168.17	0.011892727597074389	1
Vitamins	Calcium Pantothenate	pnto__R	M16	1.0	mg	(R)-pantothenate	218.22708	0.004582382718038476	1
Vitamins	Calcium Pantothenate	ca2	M16	1.0	mg	calcium(2+)	40.078	0.024951344877488894	0
Amino Acids	l-Cysteine	cys__L	M16	50.0	mg	L-cysteine	121.158	0.41268426352366333	1
Amino Acids	l-Glutamic acid	glu__L	M16	0.5	g	L-glutamate(1-)	146.12136	3.421813210607949	1
Amino Acids	l-Aspartic acid	asp__L	M16	0.1	g	L-aspartate(1-)	132.09478	0.7570321855261806	1
Amino Acids	l-Serine	ser__L	M16	0.1	g	L-serine	105.09262	0.9515416020649214	1
Amino Acids	l-Tyrosine	tyr__L	M16	40.0	mg	L-tyrosine	181.18858	0.2207644653984263	1
Vitamins	Biotin	btn	M16	20.0	µg	biotin	244.31172	8.186263024958442e-05	1
Vitamins	Niacin	nac	M16	1.0	mg	nicotinate	122.1015	0.008189907576892995	1
Vitamins	p-Aminobenzoic acid	4abz	M16	0.5	mg	4-aminobenzoic acid	137.136	0.0036460156341150394	1
Other	DL-Lactic acid = Sodium-L-Lactate	lac__L	M16	10.0	g	(S)-lactate	89.07	112.27124733355788	1
Vitamins	Thiamine HCl	thm	M16	2.0	mg	thiamine(1+) chloride	300.80844	0.006648749616200928	1
Minerals	Sodium thioglycollate	thiog	M16	0.1	g	thioglycolate(1-)	91.11002	1.0975741197290922	1
Other	Putrescine * 2HCl	ptrc	M16	5.0	mg	putrescine	88.1515	0.056720532265474785	1
manual curation	multiple	ni2	M16	10000.0	g	nickel(2+)	58.6934	170376.90779542504	0
manual curation	multiple	fe3	M16	10000.0	g	iron(3+)	55.845	179067.06061420002	0
manual curation	multiple	cu2	M16	10000.0	g	copper(2+)	63.546	157366.31731344224	0
Minerals	MgSO4 * 7 H2O	mg2	M16	0.2	g	magnesium(2+)	24.305	8.228759514503189	0
manual curation	multiple	cobalt2	M16	10000.0	g	cobalt(2+)	58.9332	169683.64181819416	0
manual curation	multiple	h2o	M16	10000.0	g	water	18.0153	555083.7343813314	0
Minerals	Fe(NH4)2(SO4)2 * 6H2O	fe2	M16	20.0	mg	iron(2+)	55.845	0.35813412122840005	0
Minerals	Na2MoO4 . 2H2O	mobd	M16	20.0	mg	molybdate	159.9376	0.12504876901991777	1
Minerals	(NH4)2CO3	h2co3	M16	0.5	g		60.99312	8.197645898422643	1
Minerals	FeSO4 . 7H2O	fe2	M2	4.0	mg	iron(2+)	55.845	0.07162682424568001	0
manual curation	multiple	h2o	M2	10000.0	g	water	18.0153	555083.7343813314	0
Minerals	Ammonium citrate dibasic	cit	M2	1.7	g	citrate(4-)	188.092	9.038130276673117	1
Vitamins	Thiamine HCl	thm	M2	0.56	mg	thiamine(1+) chloride	300.80844	0.00186164989253626	1
Vitamins	Pyridoxamine . 2 HCl	pydam	M2	5.0	mg	pyridoxamine(2+)	170.209	0.029375649936254838	1
Vitamins	Calcium Pantothenate	pnto__R	M2	1.2	mg	(R)-pantothenate	218.22708	0.005498859261646171	1
manual curation	multiple	ni2	M2	10000.0	g	nickel(2+)	58.6934	170376.90779542504	0
Minerals	(NH4)6Mo7O24·4H2O	mobd	M2	0.19	mg	molybdate	159.9376	0.001187963305689219	1
Minerals	MgCl2	mg2	M2	0.386	g	magnesium(2+)	24.305	15.881505862991155	0
Minerals	NaCl	na1	M2	3.0	g	sodium(1+)	22.98977	130.49282354716902	0
Minerals	KCH3CO2 (Potassium acetate)	ac	M2	0.9	g	acetate	59.04402	30.0	1
Amino Acids	l-Tyrosine	tyr__L	M2	0.3	g	L-tyrosine	181.18858	1.6557334904881973	1
Amino Acids	l-Lysine	lys__L	M2	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Amino Acids	Glycine	gly	M2	0.3	g	glycine	75.06664	3.9964490218291364	1
Amino Acids	l-Alanine	ala__L	M2	0.4	g	L-alanine	89.09322	4.489679461579681	1
Amino Acids	l-Threonine	thr__L	M2	0.5	g	L-threonine	119.1192	4.197476141545612	1
Amino Acids	l-Serine	ser__L	M2	0.5	g	L-serine	105.09262	4.757708010324607	1
Amino Acids	l-Glutamine	gln__L	M2	0.6	g	L-glutamine	146.14458	4.105523448081345	1
Amino Acids	l-Aspartic acid	asp__L	M2	0.05	g	L-aspartate(1-)	132.09478	0.3785160927630903	1
Amino Acids	l-Asparagine	asn__L	M2	0.5	g	L-asparagine	132.118	3.7844956781059356	1
Amino Acids	l-Proline	pro__L	M2	0.7	g	L-proline	115.1305	6.080056978819687	1
Amino Acids	l-Phenylalanine	phe__L	M2	0.4	g	L-phenylalanine	165.18918	2.4214661032883633	1
Amino Acids	l-Glutamic acid	glu__L	M2	0.6	g	L-glutamate(1-)	146.12136	4.106175852729539	1
Amino Acids	l-Cysteine	cys__L	M2	0.2	g	L-cysteine	121.158	1.6507370540946533	1
Amino Acids	l-Arginine	arg__L	M2	0.72	g	L-arginine	174.201	4.13315652608194	1
Amino Acids	l-Valine	val__L	M2	0.7	g	L-valine	117.14638	5.975430055969292	1
Amino Acids	l-Methionine	met__L	M2	0.125	g	L-methionine	149.21238	0.8377320970284101	1
Amino Acids	l-Leucine	leu__L	M2	1.0	g	L-leucine	131.17296	7.62352240888671	1
Amino Acids	l-Isoleucine	ile__L	M2	0.24	g	L-isoleucine	131.175	1.8296169239565463	1
Amino Acids	l-Histidine	his__L	M2	0.17	g	L-histidine	155.15468	1.0956807748241948	1
Sugars	D-glucose	glc__D	M2	15.0	g	D-glucose	180.15588	83.261229108925	1
Amino Acids	l-Tryptophan	trp__L	M2	0.2	g	L-tryptophan	204.22526	0.9793107865305204	1
Nucleotides	Guanine	gua	M2	5.6	mg	guanine	151.126	0.037055172505062	1
Vitamins	Lipoic acid	lipoate	M2	1.0	mg	lipoate	205.31962	0.004870455146955757	1
Vitamins	p-Aminobenzoic acid	4abz	M2	56.0	µg	4-aminobenzoic acid	137.136	0.00040835375102088434	1
Vitamins	Pyridoxine HCl	pydxn	M2	4.8	mg	pyridoxine	169.18	0.028372148008038774	1
Vitamins	L-Glutathione reduced	gthrd	M2	15.0	mg	glutathione	307.32	0.04880905896134323	1
Nucleotides	Adenine	ade	M2	11.0	mg	adenine	135.1269	0.08140496081831226	1
Vitamins	myo-Inositol	inost	M2	2.0	mg	myo-inositol	180.15588	0.011101497214523333	1
Vitamins	Folic acid	fol	M2	0.56	mg	folic acid	441.3975	0.0012686977157777288	1
Vitamins	Ascorbic acid	ascb__L	M2	0.5	g	L-ascorbate	175.11618	2.855247299250132	1
Vitamins	Riboflavin	ribflv	M2	0.9	mg	riboflavin	376.369	0.0023912702693367413	1
Vitamins	Biotin	btn	M2	6.0	mg	biotin	244.31172	0.024558789074875326	1
Nucleotides	Xanthine	xan	M2	3.8	mg	9H-xanthine	152.11102	0.02498175345875664	1
Nucleotides	Uracil	ura	M2	23.0	mg	uracil	112.08684	0.20519804109028322	1
Vitamins	Niacin	nac	M2	0.9	mg	nicotinate	122.1015	0.007370916819203694	1
Vitamins	Pyridoxamine . 2 HCl	pydam	M3	5.0	mg	pyridoxamine(2+)	170.209	0.029375649936254838	1
Minerals	Ammonium citrate dibasic	cit	M3	1.7	g	citrate(4-)	188.092	9.038130276673117	1
Minerals	NaHCO3	hco3	M3	0.4	g	carbonic acid	62.02478	6.449035369412032	1
Vitamins	Vitamin B12	cbl1	M3	1.0	µg	cob(I)alamin	1330.3557	7.516786675924341e-07	1
Vitamins	Vitamin B12	cbl2	M3	1.0	µg		1328.56433	7.526921936854951e-07	1
Vitamins	Thiamine HCl	thm	M3	0.56	mg	thiamine(1+) chloride	300.80844	0.00186164989253626	1
Vitamins	Calcium Pantothenate	pnto__R	M3	1.2	mg	(R)-pantothenate	218.22708	0.005498859261646171	1
Amino Acids	l-Threonine	thr__L	M3	0.5	g	L-threonine	119.1192	4.197476141545612	1
Amino Acids	Glycine	gly	M3	0.3	g	glycine	75.06664	3.9964490218291364	1
Amino Acids	l-Lysine	lys__L	M3	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Amino Acids	l-Tryptophan	trp__L	M3	0.2	g	L-tryptophan	204.22526	0.9793107865305204	1
Amino Acids	l-Tyrosine	tyr__L	M3	0.3	g	L-tyrosine	181.18858	1.6557334904881973	1
Nucleotides	Adenine	ade	M3	11.0	mg	adenine	135.1269	0.08140496081831226	1
Nucleotides	Guanine	gua	M3	5.6	mg	guanine	151.126	0.037055172505062	1
Nucleotides	Uracil	ura	M3	23.0	mg	uracil	112.08684	0.20519804109028322	1
Nucleotides	Xanthine	xan	M3	3.8	mg	9H-xanthine	152.11102	0.02498175345875664	1
Vitamins	Vitamin K (menadione)	mndn	M3	1.0	mg	menadione	172.183	0.0058077742866601235	1
Vitamins	Biotin	btn	M3	6.02	mg	biotin	244.31172	0.02464065170512491	1
Vitamins	Riboflavin	ribflv	M3	0.9	mg	riboflavin	376.369	0.0023912702693367413	1
Vitamins	Ascorbic acid	ascb__L	M3	0.5	g	L-ascorbate	175.11618	2.855247299250132	1
Vitamins	Folic acid	fol	M3	0.56	mg	folic acid	441.3975	0.0012686977157777288	1
Vitamins	Niacin	nac	M3	0.9	mg	nicotinate	122.1015	0.007370916819203694	1
Vitamins	myo-Inositol	inost	M3	2.0	mg	myo-inositol	180.15588	0.011101497214523333	1
Vitamins	L-Glutathione reduced	gthrd	M3	15.0	mg	glutathione	307.32	0.04880905896134323	1
Vitamins	Pyridoxine HCl	pydxn	M3	4.8	mg	pyridoxine	169.18	0.028372148008038774	1
Vitamins	p-Aminobenzoic acid	4abz	M3	50.0	µg	4-aminobenzoic acid	137.136	0.0003646015634115039	1
Vitamins	Lipoic acid	lipoate	M3	1.05	mg	lipoate	205.31962	0.005113977904303545	1
SCFAs	Isovaleric acid	3mb	M3	0.1	mL	isovaleric acid	102.1317	1.0	1
SCFAs	Propionic acid	ppa	M3	2.0	mL			8.0	1
SCFAs	Butyric acid	but	M3	2.0	mL			4.0	1
Amino Acids	l-Alanine	ala__L	M3	0.4	g	L-alanine	89.09322	4.489679461579681	1
Amino Acids	l-Serine	ser__L	M3	0.5	g	L-serine	105.09262	4.757708010324607	1
Sugars	Maltose	malt	M3	1.0	g	alpha-maltose	342.29648	2.921444006669306	1
Sugars	Lactose	lcts	M3	1.0	g	lactose	342.297	2.9214395685618046	1
Other	NAD (N1511)	nad	M3	2.0	mg	NAD zwitterion	663.42538	0.0030146570515586844	1
Amino Acids	l-Histidine	his__L	M3	0.171	g	L-histidine	155.15468	1.1021259558525724	1
Amino Acids	l-Isoleucine	ile__L	M3	0.24	g	L-isoleucine	131.175	1.8296169239565463	1
Amino Acids	l-Leucine	leu__L	M3	1.0	g	L-leucine	131.17296	7.62352240888671	1
Amino Acids	l-Methionine	met__L	M3	0.125	g	L-methionine	149.21238	0.8377320970284101	1
Amino Acids	l-Valine	val__L	M3	0.7	g	L-valine	117.14638	5.975430055969292	1
Amino Acids	l-Arginine	arg__L	M3	0.72	g	L-arginine	174.201	4.13315652608194	1
Amino Acids	l-Cysteine	cys__L	M3	0.5	g	L-cysteine	121.158	4.126842635236633	1
Amino Acids	l-Glutamic acid	glu__L	M3	0.6	g	L-glutamate(1-)	146.12136	4.106175852729539	1
Amino Acids	l-Phenylalanine	phe__L	M3	0.4	g	L-phenylalanine	165.18918	2.4214661032883633	1
Amino Acids	l-Proline	pro__L	M3	0.7	g	L-proline	115.1305	6.080056978819687	1
Amino Acids	l-Asparagine	asn__L	M3	0.5	g	L-asparagine	132.118	3.7844956781059356	1
Amino Acids	l-Aspartic acid	asp__L	M3	0.05	g	L-aspartate(1-)	132.09478	0.3785160927630903	1
Amino Acids	l-Glutamine	gln__L	M3	0.6	g	L-glutamine	146.14458	4.105523448081345	1
manual curation	multiple	h2o	M3	10000.0	g	water	18.0153	555083.7343813314	0
Sugars	Cellobiose	cellb	M3	1.0	g	beta-cellobiose	342.29648	2.921444006669306	1
Sugars	Fructose	fru	M3	1.0	g	D-fructose	180.15588	5.550748607261667	1
Sugars	D-glucose	glc__D	M3	5.0	g	D-glucose	180.15588	27.753743036308336	1
Minerals	Na2WO4 . 2H2O	tungs	M3	0.1	mg	tungstate	247.8376	0.00040349002734048426	1
Minerals	Na2SeO3 (anhydrous)	slnt	M3	10.0	µg	selenite(2-)	126.9582	7.876608206480559e-05	1
Minerals	FeSO4 . 7H2O	fe2	M3	4.0	mg	iron(2+)	55.845	0.07162682424568001	0
Minerals	Co(NO3)2 . 6H2O	no3	M3	1.0	mg	nitrate	62.0049	0.01612775764496032	1
Vitamins	Ascorbic acid	ascb__L	M4	0.5	g	L-ascorbate	175.11618	2.855247299250132	1
Nucleotides	Guanine	gua	M4	5.6	mg	guanine	151.126	0.037055172505062	1
Nucleotides	Uracil	ura	M4	23.0	mg	uracil	112.08684	0.20519804109028322	1
Nucleotides	Xanthine	xan	M4	3.8	mg	9H-xanthine	152.11102	0.02498175345875664	1
Vitamins	Vitamin K (menadione)	mndn	M4	1.0	mg	menadione	172.183	0.0058077742866601235	1
Vitamins	Biotin	btn	M4	20.0	µg	biotin	244.31172	8.186263024958442e-05	1
Vitamins	Riboflavin	ribflv	M4	50.0	µg	riboflavin	376.369	0.00013284834829648565	1
Nucleotides	Adenine	ade	M4	11.0	mg	adenine	135.1269	0.08140496081831226	1
Vitamins	p-Aminobenzoic acid	4abz	M4	50.0	µg	4-aminobenzoic acid	137.136	0.0003646015634115039	1
Vitamins	Niacin	nac	M4	50.0	µg	nicotinate	122.1015	0.0004094953788446497	1
Vitamins	myo-Inositol	inost	M4	2.0	mg	myo-inositol	180.15588	0.011101497214523333	1
Vitamins	L-Glutathione reduced	gthrd	M4	15.0	mg	glutathione	307.32	0.04880905896134323	1
Vitamins	Pyridoxine HCl	pydxn	M4	0.1	mg	pyridoxine	169.18	0.0005910864168341411	1
Amino Acids	l-Tyrosine	tyr__L	M4	0.3	g	L-tyrosine	181.18858	1.6557334904881973	1
Vitamins	Lipoic acid	lipoate	M4	1.05	mg	lipoate	205.31962	0.005113977904303545	1
SCFAs	Isovaleric acid	3mb	M4	0.1	mL	isovaleric acid	102.1317	1.0	1
SCFAs	Propionic acid	ppa	M4	2.0	mL			8.0	1
SCFAs	Butyric acid	but	M4	2.0	mL			4.0	1
Vitamins	Folic acid	fol	M4	20.0	µg	folic acid	441.3975	4.531063270634746e-05	1
Amino Acids	l-Tryptophan	trp__L	M4	0.2	g	L-tryptophan	204.22526	0.9793107865305204	1
Amino Acids	l-Aspartic acid	asp__L	M4	0.05	g	L-aspartate(1-)	132.09478	0.3785160927630903	1
Amino Acids	Glycine	gly	M4	0.3	g	glycine	75.06664	3.9964490218291364	1
Sugars	D-glucose	glc__D	M4	5.0	g	D-glucose	180.15588	27.753743036308336	1
Sugars	Fructose	fru	M4	1.0	g	D-fructose	180.15588	5.550748607261667	1
Sugars	Cellobiose	cellb	M4	1.0	g	beta-cellobiose	342.29648	2.921444006669306	1
Sugars	Maltose	malt	M4	1.0	g	alpha-maltose	342.29648	2.921444006669306	1
