Class	name	compound	medium	mass	units	cheb_name	cheb_mass	mmol_per_L	dynamic
Sugars	Lactose	lcts	M4	1.0	g	lactose	342.297	2.9214395685618046	1
Other	NAD (N1511)	nad	M4	2.0	mg	NAD zwitterion	663.42538	0.0030146570515586844	1
Amino Acids	l-Histidine	his__L	M4	0.171	g	L-histidine	155.15468	1.1021259558525724	1
Amino Acids	l-Lysine	lys__L	M4	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Amino Acids	l-Isoleucine	ile__L	M4	0.24	g	L-isoleucine	131.175	1.8296169239565463	1
Amino Acids	l-Valine	val__L	M4	0.7	g	L-valine	117.14638	5.975430055969292	1
Amino Acids	l-Arginine	arg__L	M4	0.72	g	L-arginine	174.201	4.13315652608194	1
Amino Acids	l-Cysteine	cys__L	M4	0.5	g	L-cysteine	121.158	4.126842635236633	1
Amino Acids	l-Glutamic acid	glu__L	M4	0.6	g	L-glutamate(1-)	146.12136	4.106175852729539	1
Amino Acids	l-Phenylalanine	phe__L	M4	0.4	g	L-phenylalanine	165.18918	2.4214661032883633	1
Amino Acids	l-Proline	pro__L	M4	0.7	g	L-proline	115.1305	6.080056978819687	1
Amino Acids	l-Asparagine	asn__L	M4	0.5	g	L-asparagine	132.118	3.7844956781059356	1
Amino Acids	l-Glutamine	gln__L	M4	0.6	g	L-glutamine	146.14458	4.105523448081345	1
Amino Acids	l-Serine	ser__L	M4	0.5	g	L-serine	105.09262	4.757708010324607	1
Amino Acids	l-Threonine	thr__L	M4	0.5	g	L-threonine	119.1192	4.197476141545612	1
Amino Acids	l-Alanine	ala__L	M4	0.4	g	L-alanine	89.09322	4.489679461579681	1
Amino Acids	l-Leucine	leu__L	M4	1.0	g	L-leucine	131.17296	7.62352240888671	1
Amino Acids	l-Methionine	met__L	M4	0.125	g	L-methionine	149.21238	0.8377320970284101	1
Minerals	Ammonium citrate dibasic	cit	M4	1.7	g	citrate(4-)	188.092	9.038130276673117	1
Minerals	NaHCO3	hco3	M4	0.4	g	carbonic acid	62.02478	6.449035369412032	1
Vitamins	Calcium Pantothenate	pnto__R	M4	50.0	µg	(R)-pantothenate	218.22708	0.00022911913590192382	1
Vitamins	Pyridoxamine . 2 HCl	pydam	M4	5.0	mg	pyridoxamine(2+)	170.209	0.029375649936254838	1
Vitamins	Thiamine HCl	thm	M4	50.0	µg	thiamine(1+) chloride	300.80844	0.0001662187404050232	1
Vitamins	Vitamin B12	cbl2	M4	1.0	µg		1328.56433	7.526921936854951e-07	1
manual curation	multiple	h2o	M4	10000.0	g	water	18.0153	555083.7343813314	0
Minerals	FeSO4 . 7H2O	fe2	M4	1.4	mg	iron(2+)	55.845	0.025069388485988005	0
Minerals	Co(NO3)2 . 6H2O	no3	M4	1.0	mg	nitrate	62.0049	0.01612775764496032	1
Minerals	Na2SeO3 (anhydrous)	slnt	M4	10.0	µg	selenite(2-)	126.9582	7.876608206480559e-05	1
Minerals	Na2WO4 . 2H2O	tungs	M4	0.1	mg	tungstate	247.8376	0.00040349002734048426	1
Vitamins	Vitamin B12	cbl1	M4	1.0	µg	cob(I)alamin	1330.3557	7.516786675924341e-07	1
Nucleotides	Uracil	ura	M5	23.0	mg	uracil	112.08684	0.20519804109028322	1
Amino Acids	l-Histidine	his__L	M5	0.171	g	L-histidine	155.15468	1.1021259558525724	1
Amino Acids	l-Isoleucine	ile__L	M5	0.24	g	L-isoleucine	131.175	1.8296169239565463	1
Amino Acids	l-Leucine	leu__L	M5	1.0	g	L-leucine	131.17296	7.62352240888671	1
Amino Acids	l-Methionine	met__L	M5	0.125	g	L-methionine	149.21238	0.8377320970284101	1
Amino Acids	l-Valine	val__L	M5	0.7	g	L-valine	117.14638	5.975430055969292	1
Amino Acids	l-Arginine	arg__L	M5	0.72	g	L-arginine	174.201	4.13315652608194	1
Amino Acids	l-Cysteine	cys__L	M5	0.5	g	L-cysteine	121.158	4.126842635236633	1
Amino Acids	l-Glutamic acid	glu__L	M5	0.6	g	L-glutamate(1-)	146.12136	4.106175852729539	1
Amino Acids	l-Phenylalanine	phe__L	M5	0.4	g	L-phenylalanine	165.18918	2.4214661032883633	1
Amino Acids	l-Proline	pro__L	M5	0.7	g	L-proline	115.1305	6.080056978819687	1
Amino Acids	l-Aspartic acid	asp__L	M5	0.05	g	L-aspartate(1-)	132.09478	0.3785160927630903	1
Amino Acids	l-Glutamine	gln__L	M5	0.6	g	L-glutamine	146.14458	4.105523448081345	1
Amino Acids	l-Serine	ser__L	M5	0.5	g	L-serine	105.09262	4.757708010324607	1
Amino Acids	l-Threonine	thr__L	M5	0.5	g	L-threonine	119.1192	4.197476141545612	1
Amino Acids	l-Alanine	ala__L	M5	0.4	g	L-alanine	89.09322	4.489679461579681	1
Amino Acids	Glycine	gly	M5	0.3	g	glycine	75.06664	3.9964490218291364	1
Amino Acids	l-Lysine	lys__L	M5	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Amino Acids	l-Tryptophan	trp__L	M5	0.2	g	L-tryptophan	204.22526	0.9793107865305204	1
Amino Acids	l-Tyrosine	tyr__L	M5	0.3	g	L-tyrosine	181.18858	1.6557334904881973	1
Amino Acids	l-Asparagine	asn__L	M5	0.5	g	L-asparagine	132.118	3.7844956781059356	1
Other	NAD (N1511)	nad	M5	2.0	mg	NAD zwitterion	663.42538	0.0030146570515586844	1
Vitamins	Lipoic acid	lipoate	M5	1.05	mg	lipoate	205.31962	0.005113977904303545	1
Vitamins	p-Aminobenzoic acid	4abz	M5	50.0	µg	4-aminobenzoic acid	137.136	0.0003646015634115039	1
Vitamins	Pyridoxine HCl	pydxn	M5	4.8	mg	pyridoxine	169.18	0.028372148008038774	1
Vitamins	L-Glutathione reduced	gthrd	M5	15.0	mg	glutathione	307.32	0.04880905896134323	1
Vitamins	myo-Inositol	inost	M5	2.0	mg	myo-inositol	180.15588	0.011101497214523333	1
Vitamins	Niacin	nac	M5	0.9	mg	nicotinate	122.1015	0.007370916819203694	1
Vitamins	Folic acid	fol	M5	0.56	mg	folic acid	441.3975	0.0012686977157777288	1
Vitamins	Ascorbic acid	ascb__L	M5	0.5	g	L-ascorbate	175.11618	2.855247299250132	1
Vitamins	Riboflavin	ribflv	M5	0.9	mg	riboflavin	376.369	0.0023912702693367413	1
Vitamins	Biotin	btn	M5	6.02	mg	biotin	244.31172	0.02464065170512491	1
Vitamins	Vitamin K (menadione)	mndn	M5	1.0	mg	menadione	172.183	0.0058077742866601235	1
Nucleotides	Xanthine	xan	M5	3.8	mg	9H-xanthine	152.11102	0.02498175345875664	1
Sugars	D-glucose	glc__D	M5	5.0	g	D-glucose	180.15588	27.753743036308336	1
Sugars	Fructose	fru	M5	1.0	g	D-fructose	180.15588	5.550748607261667	1
Sugars	Cellobiose	cellb	M5	1.0	g	beta-cellobiose	342.29648	2.921444006669306	1
Sugars	Maltose	malt	M5	1.0	g	alpha-maltose	342.29648	2.921444006669306	1
Sugars	Lactose	lcts	M5	1.0	g	lactose	342.297	2.9214395685618046	1
Nucleotides	Guanine	gua	M5	5.6	mg	guanine	151.126	0.037055172505062	1
Nucleotides	Adenine	ade	M5	11.0	mg	adenine	135.1269	0.08140496081831226	1
Vitamins	Vitamin B12	cbl1	M5	1.0	µg	cob(I)alamin	1330.3557	7.516786675924341e-07	1
Vitamins	Vitamin B12	cbl2	M5	1.0	µg		1328.56433	7.526921936854951e-07	1
Vitamins	Thiamine HCl	thm	M5	0.56	mg	thiamine(1+) chloride	300.80844	0.00186164989253626	1
Vitamins	Pyridoxamine . 2 HCl	pydam	M5	5.0	mg	pyridoxamine(2+)	170.209	0.029375649936254838	1
Vitamins	Calcium Pantothenate	pnto__R	M5	1.2	mg	(R)-pantothenate	218.22708	0.005498859261646171	1
Minerals	NaHCO3	hco3	M5	0.4	g	carbonic acid	62.02478	6.449035369412032	1
Minerals	FeSO4 . 7H2O	fe2	M5	4.0	mg	iron(2+)	55.845	0.07162682424568001	0
Minerals	KCH3CO2 (Potassium acetate)	ac	M5	0.9	g	acetate	59.04402	30.0	1
Minerals	Na2SeO3 (anhydrous)	slnt	M5	10.0	µg	selenite(2-)	126.9582	7.876608206480559e-05	1
Minerals	Na2WO4 . 2H2O	tungs	M5	0.1	mg	tungstate	247.8376	0.00040349002734048426	1
Minerals	Co(NO3)2 . 6H2O	no3	M5	1.0	mg	nitrate	62.0049	0.01612775764496032	1
Minerals	Ammonium citrate dibasic	cit	M5	1.7	g	citrate(4-)	188.092	9.038130276673117	1
manual curation	multiple	h2o	M5	10000.0	g	water	18.0153	555083.7343813314	0
SCFAs	Isovaleric acid	3mb	M7	0.1	mL	isovaleric acid	102.1317	1.0	1
Nucleotides	Adenine	ade	M7	11.0	mg	adenine	135.1269	0.08140496081831226	1
Vitamins	Lipoic acid	lipoate	M7	1.05	mg	lipoate	205.31962	0.005113977904303545	1
Nucleotides	Guanine	gua	M7	5.6	mg	guanine	151.126	0.037055172505062	1
Nucleotides	Uracil	ura	M7	23.0	mg	uracil	112.08684	0.20519804109028322	1
Nucleotides	Xanthine	xan	M7	3.8	mg	9H-xanthine	152.11102	0.02498175345875664	1
Vitamins	Vitamin K (menadione)	mndn	M7	1.0	mg	menadione	172.183	0.0058077742866601235	1
Vitamins	Biotin	btn	M7	6.02	mg	biotin	244.31172	0.02464065170512491	1
Vitamins	Riboflavin	ribflv	M7	0.9	mg	riboflavin	376.369	0.0023912702693367413	1
Amino Acids	l-Tyrosine	tyr__L	M7	0.3	g	L-tyrosine	181.18858	1.6557334904881973	1
Vitamins	Niacin	nac	M7	0.9	mg	nicotinate	122.1015	0.007370916819203694	1
Vitamins	myo-Inositol	inost	M7	2.0	mg	myo-inositol	180.15588	0.011101497214523333	1
Vitamins	L-Glutathione reduced	gthrd	M7	15.0	mg	glutathione	307.32	0.04880905896134323	1
SCFAs	Butyric acid	but	M7	2.0	mL			4.0	1
SCFAs	Propionic acid	ppa	M7	2.0	mL			8.0	1
Vitamins	Ascorbic acid	ascb__L	M7	0.5	g	L-ascorbate	175.11618	2.855247299250132	1
Vitamins	Folic acid	fol	M7	0.56	mg	folic acid	441.3975	0.0012686977157777288	1
Amino Acids	l-Tryptophan	trp__L	M7	0.2	g	L-tryptophan	204.22526	0.9793107865305204	1
Amino Acids	Glycine	gly	M7	0.3	g	glycine	75.06664	3.9964490218291364	1
Sugars	D-glucose	glc__D	M7	5.0	g	D-glucose	180.15588	27.753743036308336	1
Sugars	Fructose	fru	M7	1.0	g	D-fructose	180.15588	5.550748607261667	1
Other	NAD (N1511)	nad	M7	2.0	mg	NAD zwitterion	663.42538	0.0030146570515586844	1
Amino Acids	l-Histidine	his__L	M7	0.171	g	L-histidine	155.15468	1.1021259558525724	1
Amino Acids	l-Isoleucine	ile__L	M7	0.24	g	L-isoleucine	131.175	1.8296169239565463	1
Amino Acids	l-Leucine	leu__L	M7	1.0	g	L-leucine	131.17296	7.62352240888671	1
Amino Acids	l-Methionine	met__L	M7	0.125	g	L-methionine	149.21238	0.8377320970284101	1
Amino Acids	l-Valine	val__L	M7	0.7	g	L-valine	117.14638	5.975430055969292	1
Amino Acids	l-Arginine	arg__L	M7	0.72	g	L-arginine	174.201	4.13315652608194	1
Amino Acids	l-Cysteine	cys__L	M7	0.5	g	L-cysteine	121.158	4.126842635236633	1
Amino Acids	l-Glutamic acid	glu__L	M7	0.6	g	L-glutamate(1-)	146.12136	4.106175852729539	1
Amino Acids	l-Phenylalanine	phe__L	M7	0.4	g	L-phenylalanine	165.18918	2.4214661032883633	1
Amino Acids	l-Proline	pro__L	M7	0.7	g	L-proline	115.1305	6.080056978819687	1
Amino Acids	l-Asparagine	asn__L	M7	0.5	g	L-asparagine	132.118	3.7844956781059356	1
Amino Acids	l-Aspartic acid	asp__L	M7	0.05	g	L-aspartate(1-)	132.09478	0.3785160927630903	1
Amino Acids	l-Glutamine	gln__L	M7	0.6	g	L-glutamine	146.14458	4.105523448081345	1
Amino Acids	l-Serine	ser__L	M7	0.5	g	L-serine	105.09262	4.757708010324607	1
Amino Acids	l-Threonine	thr__L	M7	0.5	g	L-threonine	119.1192	4.197476141545612	1
Amino Acids	l-Lysine	lys__L	M7	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Amino Acids	l-Alanine	ala__L	M7	0.4	g	L-alanine	89.09322	4.489679461579681	1
Minerals	Ammonium citrate dibasic	cit	M7	1.7	g	citrate(4-)	188.092	9.038130276673117	1
Minerals	NaHCO3	hco3	M7	0.4	g	carbonic acid	62.02478	6.449035369412032	1
Vitamins	Vitamin B12	cbl1	M7	1.0	µg	cob(I)alamin	1330.3557	7.516786675924341e-07	1
Vitamins	Vitamin B12	cbl2	M7	1.0	µg		1328.56433	7.526921936854951e-07	1
Vitamins	Thiamine HCl	thm	M7	0.56	mg	thiamine(1+) chloride	300.80844	0.00186164989253626	1
Vitamins	Pyridoxamine . 2 HCl	pydam	M7	5.0	mg	pyridoxamine(2+)	170.209	0.029375649936254838	1
Vitamins	Calcium Pantothenate	pnto__R	M7	1.2	mg	(R)-pantothenate	218.22708	0.005498859261646171	1
manual curation	multiple	h2o	M7	10000.0	g	water	18.0153	555083.7343813314	0
Minerals	FeSO4 . 7H2O	fe2	M7	4.0	mg	iron(2+)	55.845	0.07162682424568001	0
Vitamins	p-Aminobenzoic acid	4abz	M7	50.0	µg	4-aminobenzoic acid	137.136	0.0003646015634115039	1
Minerals	Co(NO3)2 . 6H2O	no3	M7	1.0	mg	nitrate	62.0049	0.01612775764496032	1
Minerals	Na2SeO3 (anhydrous)	slnt	M7	10.0	µg	selenite(2-)	126.9582	7.876608206480559e-05	1
Minerals	Na2WO4 . 2H2O	tungs	M7	0.1	mg	tungstate	247.8376	0.00040349002734048426	1
Vitamins	Pyridoxine HCl	pydxn	M7	4.8	mg	pyridoxine	169.18	0.028372148008038774	1
Sugars	Fructose	fru	M8	1.0	g	D-fructose	180.15588	5.550748607261667	1
Minerals	Ammonium citrate dibasic	cit	M8	1.7	g	citrate(4-)	188.092	9.038130276673117	1
Vitamins	Calcium Pantothenate	pnto__R	M8	1.2	mg	(R)-pantothenate	218.22708	0.005498859261646171	1
Vitamins	Pyridoxamine . 2 HCl	pydam	M8	5.0	mg	pyridoxamine(2+)	170.209	0.029375649936254838	1
Sugars	D-glucose	glc__D	M8	5.0	g	D-glucose	180.15588	27.753743036308336	1
Vitamins	Vitamin B12	cbl2	M8	1.0	µg		1328.56433	7.526921936854951e-07	1
Vitamins	Vitamin B12	cbl1	M8	1.0	µg	cob(I)alamin	1330.3557	7.516786675924341e-07	1
Minerals	NaHCO3	hco3	M8	0.4	g	carbonic acid	62.02478	6.449035369412032	1
Minerals	Na2WO4 . 2H2O	tungs	M8	0.1	mg	tungstate	247.8376	0.00040349002734048426	1
manual curation	multiple	h2o	M8	10000.0	g	water	18.0153	555083.7343813314	0
Vitamins	Riboflavin	ribflv	M8	0.9	mg	riboflavin	376.369	0.0023912702693367413	1
Vitamins	Ascorbic acid	ascb__L	M8	0.5	g	L-ascorbate	175.11618	2.855247299250132	1
Vitamins	Folic acid	fol	M8	0.56	mg	folic acid	441.3975	0.0012686977157777288	1
Vitamins	Niacin	nac	M8	0.9	mg	nicotinate	122.1015	0.007370916819203694	1
Vitamins	myo-Inositol	inost	M8	2.0	mg	myo-inositol	180.15588	0.011101497214523333	1
Vitamins	L-Glutathione reduced	gthrd	M8	15.0	mg	glutathione	307.32	0.04880905896134323	1
Vitamins	Pyridoxine HCl	pydxn	M8	4.8	mg	pyridoxine	169.18	0.028372148008038774	1
Vitamins	p-Aminobenzoic acid	4abz	M8	50.0	µg	4-aminobenzoic acid	137.136	0.0003646015634115039	1
Vitamins	Lipoic acid	lipoate	M8	1.05	mg	lipoate	205.31962	0.005113977904303545	1
SCFAs	Isovaleric acid	3mb	M8	0.1	mL	isovaleric acid	102.1317	1.0	1
SCFAs	Propionic acid	ppa	M8	2.0	mL			8.0	1
SCFAs	Butyric acid	but	M8	2.0	mL			4.0	1
Minerals	Na2SeO3 (anhydrous)	slnt	M8	10.0	µg	selenite(2-)	126.9582	7.876608206480559e-05	1
Minerals	Co(NO3)2 . 6H2O	no3	M8	1.0	mg	nitrate	62.0049	0.01612775764496032	1
Minerals	FeSO4 . 7H2O	fe2	M8	4.0	mg	iron(2+)	55.845	0.07162682424568001	0
Vitamins	Thiamine HCl	thm	M8	0.56	mg	thiamine(1+) chloride	300.80844	0.00186164989253626	1
Amino Acids	l-Tyrosine	tyr__L	M8	0.3	g	L-tyrosine	181.18858	1.6557334904881973	1
Amino Acids	l-Cysteine	cys__L	M8	0.5	g	L-cysteine	121.158	4.126842635236633	1
Amino Acids	l-Arginine	arg__L	M8	0.72	g	L-arginine	174.201	4.13315652608194	1
Amino Acids	l-Valine	val__L	M8	0.7	g	L-valine	117.14638	5.975430055969292	1
Amino Acids	l-Methionine	met__L	M8	0.125	g	L-methionine	149.21238	0.8377320970284101	1
Amino Acids	l-Leucine	leu__L	M8	1.0	g	L-leucine	131.17296	7.62352240888671	1
Amino Acids	l-Isoleucine	ile__L	M8	0.24	g	L-isoleucine	131.175	1.8296169239565463	1
Amino Acids	l-Glutamic acid	glu__L	M8	0.6	g	L-glutamate(1-)	146.12136	4.106175852729539	1
Amino Acids	l-Histidine	his__L	M8	0.171	g	L-histidine	155.15468	1.1021259558525724	1
Other	NAD (N1511)	nad	M8	2.0	mg	NAD zwitterion	663.42538	0.0030146570515586844	1
Sugars	Lactose	lcts	M8	1.0	g	lactose	342.297	2.9214395685618046	1
Sugars	Maltose	malt	M8	1.0	g	alpha-maltose	342.29648	2.921444006669306	1
Sugars	Cellobiose	cellb	M8	1.0	g	beta-cellobiose	342.29648	2.921444006669306	1
Amino Acids	l-Phenylalanine	phe__L	M8	0.4	g	L-phenylalanine	165.18918	2.4214661032883633	1
Amino Acids	l-Asparagine	asn__L	M8	0.5	g	L-asparagine	132.118	3.7844956781059356	1
Amino Acids	l-Threonine	thr__L	M8	0.5	g	L-threonine	119.1192	4.197476141545612	1
Amino Acids	l-Alanine	ala__L	M8	0.4	g	L-alanine	89.09322	4.489679461579681	1
Amino Acids	Glycine	gly	M8	0.3	g	glycine	75.06664	3.9964490218291364	1
Amino Acids	l-Lysine	lys__L	M8	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Amino Acids	l-Tryptophan	trp__L	M8	0.2	g	L-tryptophan	204.22526	0.9793107865305204	1
Amino Acids	l-Aspartic acid	asp__L	M8	0.05	g	L-aspartate(1-)	132.09478	0.3785160927630903	1
Amino Acids	l-Proline	pro__L	M8	0.7	g	L-proline	115.1305	6.080056978819687	1
Nucleotides	Adenine	ade	M8	11.0	mg	adenine	135.1269	0.08140496081831226	1
Nucleotides	Uracil	ura	M8	23.0	mg	uracil	112.08684	0.20519804109028322	1
Nucleotides	Xanthine	xan	M8	3.8	mg	9H-xanthine	152.11102	0.02498175345875664	1
Vitamins	Vitamin K (menadione)	mndn	M8	1.0	mg	menadione	172.183	0.0058077742866601235	1
Vitamins	Biotin	btn	M8	6.02	mg	biotin	244.31172	0.02464065170512491	1
Nucleotides	Guanine	gua	M8	5.6	mg	guanine	151.126	0.037055172505062	1
Amino Acids	l-Serine	ser__L	M8	0.5	g	L-serine	105.09262	4.757708010324607	1
Amino Acids	l-Glutamine	gln__L	M8	0.6	g	L-glutamine	146.14458	4.105523448081345	1
Amino Acids	l-Cysteine	cys__L	M9	0.5	g	L-cysteine	121.158	4.126842635236633	1
Nucleotides	Uracil	ura	M9	23.0	mg	uracil	112.08684	0.20519804109028322	1
Nucleotides	Xanthine	xan	M9	3.8	mg	9H-xanthine	152.11102	0.02498175345875664	1
Vitamins	Vitamin K (menadione)	mndn	M9	1.0	mg	menadione	172.183	0.0058077742866601235	1
Vitamins	Biotin	btn	M9	6.02	mg	biotin	244.31172	0.02464065170512491	1
Vitamins	Riboflavin	ribflv	M9	0.9	mg	riboflavin	376.369	0.0023912702693367413	1
Vitamins	Ascorbic acid	ascb__L	M9	0.5	g	L-ascorbate	175.11618	2.855247299250132	1
Vitamins	Folic acid	fol	M9	0.56	mg	folic acid	441.3975	0.0012686977157777288	1
Nucleotides	Guanine	gua	M9	5.6	mg	guanine	151.126	0.037055172505062	1
Vitamins	Niacin	nac	M9	0.9	mg	nicotinate	122.1015	0.007370916819203694	1
Vitamins	L-Glutathione reduced	gthrd	M9	15.0	mg	glutathione	307.32	0.04880905896134323	1
Vitamins	Pyridoxine HCl	pydxn	M9	4.8	mg	pyridoxine	169.18	0.028372148008038774	1
Vitamins	p-Aminobenzoic acid	4abz	M9	50.0	µg	4-aminobenzoic acid	137.136	0.0003646015634115039	1
Vitamins	Lipoic acid	lipoate	M9	1.05	mg	lipoate	205.31962	0.005113977904303545	1
SCFAs	Isovaleric acid	3mb	M9	0.1	mL	isovaleric acid	102.1317	1.0	1
SCFAs	Propionic acid	ppa	M9	2.0	mL			8.0	1
SCFAs	Butyric acid	but	M9	2.0	mL			4.0	1
Vitamins	myo-Inositol	inost	M9	2.0	mg	myo-inositol	180.15588	0.011101497214523333	1
Amino Acids	l-Glutamic acid	glu__L	M9	0.6	g	L-glutamate(1-)	146.12136	4.106175852729539	1
Nucleotides	Adenine	ade	M9	11.0	mg	adenine	135.1269	0.08140496081831226	1
Amino Acids	l-Tryptophan	trp__L	M9	0.2	g	L-tryptophan	204.22526	0.9793107865305204	1
Amino Acids	l-Arginine	arg__L	M9	0.72	g	L-arginine	174.201	4.13315652608194	1
Amino Acids	l-Valine	val__L	M9	0.7	g	L-valine	117.14638	5.975430055969292	1
Amino Acids	l-Methionine	met__L	M9	0.125	g	L-methionine	149.21238	0.8377320970284101	1
Amino Acids	l-Leucine	leu__L	M9	1.0	g	L-leucine	131.17296	7.62352240888671	1
Amino Acids	l-Phenylalanine	phe__L	M9	0.4	g	L-phenylalanine	165.18918	2.4214661032883633	1
Amino Acids	l-Histidine	his__L	M9	0.171	g	L-histidine	155.15468	1.1021259558525724	1
Amino Acids	l-Tyrosine	tyr__L	M9	0.3	g	L-tyrosine	181.18858	1.6557334904881973	1
Other	NAD (N1511)	nad	M9	2.0	mg	NAD zwitterion	663.42538	0.0030146570515586844	1
Amino Acids	l-Proline	pro__L	M9	0.7	g	L-proline	115.1305	6.080056978819687	1
Amino Acids	l-Asparagine	asn__L	M9	0.5	g	L-asparagine	132.118	3.7844956781059356	1
Amino Acids	l-Aspartic acid	asp__L	M9	0.05	g	L-aspartate(1-)	132.09478	0.3785160927630903	1
Amino Acids	l-Glutamine	gln__L	M9	0.6	g	L-glutamine	146.14458	4.105523448081345	1
Amino Acids	l-Serine	ser__L	M9	0.5	g	L-serine	105.09262	4.757708010324607	1
Amino Acids	l-Threonine	thr__L	M9	0.5	g	L-threonine	119.1192	4.197476141545612	1
Amino Acids	l-Alanine	ala__L	M9	0.4	g	L-alanine	89.09322	4.489679461579681	1
Amino Acids	Glycine	gly	M9	0.3	g	glycine	75.06664	3.9964490218291364	1
Amino Acids	l-Lysine	lys__L	M9	0.5	g	L-lysine	146.18764	3.4202617950464216	1
Amino Acids	l-Isoleucine	ile__L	M9	0.24	g	L-isoleucine	131.175	1.8296169239565463	1
Minerals	Na2WO4 . 2H2O	tungs	M9	0.1	mg	tungstate	247.8376	0.00040349002734048426	1
manual curation	multiple	h2o	M9	10000.0	g	water	18.0153	555083.7343813314	0
Minerals	FeSO4 . 7H2O	fe2	M9	4.0	mg	iron(2+)	55.845	0.07162682424568001	0
Minerals	Co(NO3)2 . 6H2O	no3	M9	1.0	mg	nitrate	62.0049	0.01612775764496032	1
Vitamins	Calcium Pantothenate	pnto__R	M9	1.2	mg	(R)-pantothenate	218.22708	0.005498859261646171	1
Vitamins	Pyridoxamine . 2 HCl	pydam	M9	5.0	mg	pyridoxamine(2+)	170.209	0.029375649936254838	1
Vitamins	Thiamine HCl	thm	M9	0.56	mg	thiamine(1+) chloride	300.80844	0.00186164989253626	1
Vitamins	Vitamin B12	cbl2	M9	1.0	µg		1328.56433	7.526921936854951e-07	1
Vitamins	Vitamin B12	cbl1	M9	1.0	µg	cob(I)alamin	1330.3557	7.516786675924341e-07	1
Minerals	Na2SeO3 (anhydrous)	slnt	M9	10.0	µg	selenite(2-)	126.9582	7.876608206480559e-05	1
Minerals	Ammonium citrate dibasic	cit	M9	1.7	g	citrate(4-)	188.092	9.038130276673117	1
Minerals	NaHCO3	hco3	M9	0.4	g	carbonic acid	62.02478	6.449035369412032	1
Minerals	CaCl2 (anhydrous) + Calcium Pantothenate	ca2	M1	59.0	mg	calcium(2+)	40.078	1.4721293477718447	0
Minerals	NiCl2 . 6H2O + CaCl2 (anhydrous) + Thiamine HCl + NaCl	cl	M1	149.2	mg	chloride	35.4527	4.208424182079221	0
Minerals	NiCl2 . 6H2O + multiple	ni2	M1	10000.2	mg	nickel(2+)	58.6934	170.38031533358097	0
Minerals	Na2WO4 . 2H2O + Na2SeO3 (anhydrous) + Na2MoO4 . 2H2O + NaHCO3 + NaCl	na1	M1	100.6	mg	sodium(1+)	22.98977	4.375859349615068	0
Minerals	AlK(SO4)2 (anhydrous) + ZnSO4 * 7 H2O + FeSO4 . 7H2O + MgSO4 * 7 H2O + MnSO4 * H2O + CuSO4 (anhydrous)	so4	M1	37.564	mg	sulfate	96.0636	0.3910326075641554	1
Minerals	AlK(SO4)2 (anhydrous) + KH2PO4	k	M1	13.709	mg	potassium(1+)	39.0983	0.3506290554832307	0
Minerals	Co(NO3)2 . 6H2O + multiple	cobalt2	M1	10001.0	mg	cobalt(2+)	58.9332	169.70061018237598	0
Minerals	ZnSO4 * 7 H2O + multiple	zn2	M1	10001.0	mg	zinc(2+)	65.39	152.94387521027681	0
manual curation	multiple + MnSO4 * H2O	mn2	M1	10005.0	g	manganese(2+)	54.93805	182114.21774161988	0
manual curation	multiple + CuSO4 (anhydrous)	cu2	M1	10000.064	g	copper(2+)	63.546	157367.32445787307	0
Buffer	KH2PO4 + Thiamine HCl + H3BO3	h	M1	63.709	g	hydron	1.00794	63207.135345357856	0
Minerals	CaCl2 (anhydrous) + Calcium Pantothenate	ca2	M10	31.77	mg	calcium(2+)	40.078	0.7927042267578222	0
Minerals	MgCl2 + NiCl2 . 6H2O + Thiamine HCl + Pyridoxamine . 2 HCl + FeCl3 + CaCl2 (anhydrous) + CoCl2·6H2O + NaCl	cl	M10	42.546	g	chloride	35.4527	1200.077850206049	0
Minerals	NiCl2 . 6H2O + multiple	ni2	M10	10000.2	mg	nickel(2+)	58.6934	170.38031533358097	0
Minerals	Na2WO4 . 2H2O + Na2SeO3 (anhydrous) + Na2MoO4 . 2H2O + NaHCO3 + NaCl	na1	M10	13.61	mg	sodium(1+)	22.98977	0.5920024428256568	0
Minerals	AlK(SO4)2 (anhydrous) + FeSO4 . 7H2O + ZnSO4 * 7 H2O + MgSO4 * 7 H2O + CuSO4 (anhydrous) + MnSO4 * H2O + K2SO4	so4	M10	67.22	mg	sulfate	96.0636	0.6997447524348454	1
Minerals	AlK(SO4)2 (anhydrous) + KCH3CO2 (Potassium acetate) + KH2PO4 + K2HPO4 + K2SO4 + KI	k	M10	44.199	mg	potassium(1+)	39.0983	1.1304583575244957	0
Minerals	Co(NO3)2 . 6H2O + CoCl2·6H2O + multiple	cobalt2	M10	10001.19	mg	cobalt(2+)	58.9332	169.70383417157052	0
Minerals	ZnSO4 * 7 H2O + multiple	zn2	M10	10005.0	mg	zinc(2+)	65.39	153.0050466432176	0
Minerals	MnSO4 * H2O + multiple	mn2	M10	10005.0	mg	manganese(2+)	54.93805	182.1142177416199	0
Minerals	FeCl3 + multiple	fe3	M10	10003.0	mg	iron(3+)	55.845	179.12078073238428	0
Minerals	CuSO4 (anhydrous) + multiple	cu2	M10	10000.12	mg	copper(2+)	63.546	157.36820570925	0
