,rep,species,medium,OD,time,fold_change
1488,0,C_comes,M5,1.3033493683602742,24,12.03349368360274
1489,0,C_comes,M5,1.3170000000000002,48,12.17
1490,1,C_comes,M5,,8,
1491,1,C_comes,M5,,12,
1492,1,C_comes,M5,,18,
1493,1,C_comes,M5,,24,
1494,1,C_comes,M5,,48,
1495,0,C_comes,M7,0.23365870703754907,8,1.3365870703754905
1496,0,C_comes,M7,0.4832408296533045,12,3.8324082965330453
1497,0,C_comes,M7,0.9823120978300006,18,8.823120978300006
1498,0,C_comes,M7,1.1646185842739116,24,10.646185842739115
1499,0,C_comes,M7,1.199,48,10.989999999999998
1500,1,C_comes,M7,0.27864807877617376,8,1.7864807877617375
1501,1,C_comes,M7,0.5664951127888486,12,4.664951127888486
1502,1,C_comes,M7,1.0314926473527548,18,9.314926473527548
1503,1,C_comes,M7,1.1769713661590568,24,10.769713661590567
1504,1,C_comes,M7,1.2040000000000002,48,11.040000000000001
1505,0,C_comes,M8,0.49764536374106827,8,3.9764536374106827
1506,0,C_comes,M8,1.0025766015192403,12,9.025766015192403
1507,0,C_comes,M8,1.2654499495049434,18,11.654499495049432
1508,0,C_comes,M8,1.2874720982734407,24,11.874720982734406
1509,0,C_comes,M8,1.2890000000000001,48,11.89
1510,1,C_comes,M8,0.46452020533101657,8,3.645202053310166
1511,1,C_comes,M8,1.066878936340602,12,9.668789363406018
1512,1,C_comes,M8,1.4034327022146156,18,13.034327022146154
1513,1,C_comes,M8,1.4280836867620652,24,13.28083686762065
1514,1,C_comes,M8,1.4295,48,13.294999999999998
1515,0,C_comes,M9,0.3666025539613238,8,2.666025539613238
1516,0,C_comes,M9,0.4365635047899197,12,3.3656350478991968
1517,0,C_comes,M9,0.44571999201972123,18,3.4571999201972123
1518,0,C_comes,M9,0.44599190505196584,24,3.4599190505196584
1519,0,C_comes,M9,0.44599999999999995,48,3.4599999999999995
1520,1,C_comes,M9,0.41048826374424197,8,3.1048826374424197
1521,1,C_comes,M9,0.4544038124584632,12,3.544038124584632
1522,1,C_comes,M9,0.457937979668812,18,3.5793797966881202
1523,1,C_comes,M9,0.45799894076970915,24,3.5799894076970915
1524,1,C_comes,M9,0.45799999999999996,48,3.5799999999999996
1525,0,C_comes,M10,0.2163993639138568,8,1.163993639138568
1526,0,C_comes,M10,0.3168391570247625,12,2.168391570247625
1527,0,C_comes,M10,0.3823203647074168,18,2.8232036470741684
1528,0,C_comes,M10,0.3922039520648112,24,2.922039520648112
1529,0,C_comes,M10,0.39349999999999996,48,2.9349999999999996
1530,1,C_comes,M10,0.21012254794476704,8,1.1012254794476701
1531,1,C_comes,M10,0.344285704685275,12,2.4428570468527497
1532,1,C_comes,M10,0.5034512798378735,18,4.034512798378735
1533,1,C_comes,M10,0.5451417316428426,24,4.451417316428426
1534,1,C_comes,M10,0.553,48,4.53
1535,0,C_comes,M11,0.2484981165056718,8,1.484981165056718
1536,0,C_comes,M11,0.2484999981975359,12,1.484999981975359
1537,0,C_comes,M11,0.24849999999994665,18,1.4849999999994663
1538,0,C_comes,M11,0.2485,24,1.4849999999999999
1539,0,C_comes,M11,0.2485,48,1.4849999999999999
1540,1,C_comes,M11,0.2765184061490874,8,1.7651840614908738
1541,1,C_comes,M11,0.2840763086263721,12,1.840763086263721
1542,1,C_comes,M11,0.2844951228651671,18,1.8449512286516707
1543,1,C_comes,M11,0.28449994398501066,24,1.8449994398501064
1544,1,C_comes,M11,0.2845,48,1.8449999999999995
1545,0,C_comes,M13,0.1,8,0.0
1546,0,C_comes,M13,0.1,12,0.0
1547,0,C_comes,M13,0.1,18,0.0
1548,0,C_comes,M13,0.1,24,0.0
1549,0,C_comes,M13,0.1,48,0.0
1550,1,C_comes,M13,0.1,8,0.0
1551,1,C_comes,M13,0.1,12,0.0
1552,1,C_comes,M13,0.1,18,0.0
1553,1,C_comes,M13,0.1,24,0.0
1554,1,C_comes,M13,0.1,48,0.0
1555,0,C_comes,M14,0.21199395241725988,8,1.1199395241725987
1556,0,C_comes,M14,0.2864400065328983,12,1.864400065328983
1557,0,C_comes,M14,0.33943922481655797,18,2.3943922481655795
1558,0,C_comes,M14,0.35004315034802935,24,2.5004315034802937
1559,0,C_comes,M14,0.352,48,2.52
1560,1,C_comes,M14,0.20992671167391722,8,1.099267116739172
1561,1,C_comes,M14,0.2772755726926437,12,1.7727557269264367
1562,1,C_comes,M14,0.3088075035367465,18,2.088075035367465
1563,1,C_comes,M14,0.31257474591125634,24,2.125747459112563
1564,1,C_comes,M14,0.313,48,2.13
1565,0,C_comes,M16,0.1,8,0.0
1566,0,C_comes,M16,0.1,12,0.0
1567,0,C_comes,M16,0.1,18,0.0
1568,0,C_comes,M16,0.1,24,0.0
1569,0,C_comes,M16,0.1,48,0.0
1570,0,C_perfringens_S107,M1,0.1,8,0.0
1571,0,C_perfringens_S107,M1,0.1,12,0.0
1572,0,C_perfringens_S107,M1,0.1,18,0.0
1573,0,C_perfringens_S107,M1,0.1,24,0.0
1574,0,C_perfringens_S107,M1,0.1,48,0.0
1575,1,C_perfringens_S107,M1,0.1,8,0.0
1576,1,C_perfringens_S107,M1,0.1,12,0.0
1577,1,C_perfringens_S107,M1,0.1,18,0.0
1578,1,C_perfringens_S107,M1,0.1,24,0.0
1579,1,C_perfringens_S107,M1,0.1,48,0.0
1580,0,C_perfringens_S107,M2,1.0441011074479136,8,9.441011074479135
1581,0,C_perfringens_S107,M2,1.183665191680778,12,10.83665191680778
1582,0,C_perfringens_S107,M2,1.1899531236838405,18,10.899531236838405
1583,0,C_perfringens_S107,M2,1.1899996551110228,24,10.899996551110226
1584,0,C_perfringens_S107,M2,1.1900000000000002,48,10.9
1585,1,C_perfringens_S107,M2,0.9320083997017488,8,8.320083997017488
1586,1,C_perfringens_S107,M2,1.2667685880208526,12,11.667685880208523
1587,1,C_perfringens_S107,M2,1.297518845587882,18,11.97518845587882
1588,1,C_perfringens_S107,M2,1.297992774772276,24,11.979927747722758
1589,1,C_perfringens_S107,M2,1.298,48,11.979999999999999
1590,0,C_perfringens_S107,M3,0.5331249664349728,8,4.331249664349728
1591,0,C_perfringens_S107,M3,0.8904344110009812,12,7.904344110009812
1592,0,C_perfringens_S107,M3,0.9754775644363294,18,8.754775644363294
1593,0,C_perfringens_S107,M3,0.978873023594071,24,8.78873023594071
1594,0,C_perfringens_S107,M3,0.979,48,8.79
1595,1,C_perfringens_S107,M3,0.49426958136806154,8,3.9426958136806154
1596,1,C_perfringens_S107,M3,0.8687344228912313,12,7.687344228912313
1597,1,C_perfringens_S107,M3,0.9766902951970543,18,8.766902951970543
1598,1,C_perfringens_S107,M3,0.9817804733654865,24,8.817804733654864
1599,1,C_perfringens_S107,M3,0.982,48,8.82
1600,0,C_perfringens_S107,M4,0.3405528702177427,8,2.405528702177427
1601,0,C_perfringens_S107,M4,0.485916877590588,12,3.85916877590588
1602,0,C_perfringens_S107,M4,0.5365823211326383,18,4.365823211326383
1603,0,C_perfringens_S107,M4,0.5406838753393534,24,4.406838753393534
1604,0,C_perfringens_S107,M4,0.541,48,4.41
1605,1,C_perfringens_S107,M4,0.45221026102991924,8,3.5221026102991924
1606,1,C_perfringens_S107,M4,0.452993600503521,12,3.52993600503521
1607,1,C_perfringens_S107,M4,0.45299999534735647,18,3.5299999534735647
1608,1,C_perfringens_S107,M4,0.45299999999661744,24,3.5299999999661744
1609,1,C_perfringens_S107,M4,0.45299999999999996,48,3.53
1610,0,C_perfringens_S107,M5,0.47467649800713096,8,3.7467649800713096
1611,0,C_perfringens_S107,M5,0.8540702905657909,12,7.540702905657908
1612,0,C_perfringens_S107,M5,0.9745286449707697,18,8.745286449707697
1613,0,C_perfringens_S107,M5,0.980713499375858,24,8.80713499375858
1614,0,C_perfringens_S107,M5,0.981,48,8.809999999999999
1615,1,C_perfringens_S107,M5,0.4791822235351142,8,3.791822235351142
1616,1,C_perfringens_S107,M5,0.88826553926888,12,7.8826553926887994
1617,1,C_perfringens_S107,M5,1.071718917704776,18,9.717189177047759
1618,1,C_perfringens_S107,M5,1.0860327970014005,24,9.860327970014005
1619,1,C_perfringens_S107,M5,1.087,48,9.87
1620,0,C_perfringens_S107,M7,0.588924033788035,8,4.88924033788035
1621,0,C_perfringens_S107,M7,0.8411995105852972,12,7.411995105852972
1622,0,C_perfringens_S107,M7,0.878936812196354,18,7.78936812196354
1623,0,C_perfringens_S107,M7,0.8799722417181399,24,7.799722417181399
1624,0,C_perfringens_S107,M7,0.88,48,7.8
1625,1,C_perfringens_S107,M7,0.6876084313496994,8,5.876084313496994
1626,1,C_perfringens_S107,M7,0.7684521719703634,12,6.684521719703634
1627,1,C_perfringens_S107,M7,0.7729536201956265,18,6.7295362019562655
1628,1,C_perfringens_S107,M7,0.772999530139839,24,6.72999530139839
1629,1,C_perfringens_S107,M7,0.773,48,6.73
1630,0,C_perfringens_S107,M8,0.9215229342099635,8,8.215229342099635
1631,0,C_perfringens_S107,M8,0.9753488531179502,12,8.753488531179501
1632,0,C_perfringens_S107,M8,0.9769922773484997,18,8.769922773484996
1633,0,C_perfringens_S107,M8,0.9769999639474182,24,8.76999963947418
1634,0,C_perfringens_S107,M8,0.977,48,8.77
1635,1,C_perfringens_S107,M8,0.9329178524854437,8,8.329178524854436
1636,1,C_perfringens_S107,M8,0.9418949065159078,12,8.418949065159078
1637,1,C_perfringens_S107,M8,0.9419998712559329,18,8.419998712559329
1638,1,C_perfringens_S107,M8,0.9419999998423025,24,8.419999998423025
1639,1,C_perfringens_S107,M8,0.942,48,8.42
1640,0,C_perfringens_S107,M9,0.4173347282990786,8,3.173347282990786
1641,0,C_perfringens_S107,M9,0.430949531791753,12,3.30949531791753
1642,0,C_perfringens_S107,M9,0.43149603408360615,18,3.3149603408360617
1643,0,C_perfringens_S107,M9,0.43149997147383046,24,3.314999714738305
1644,0,C_perfringens_S107,M9,0.4315,48,3.315
1645,1,C_perfringens_S107,M9,0.4141662633986607,8,3.141662633986607
1646,1,C_perfringens_S107,M9,0.5492651212633993,12,4.4926512126339935
1647,1,C_perfringens_S107,M9,0.5721573974414886,18,4.721573974414886
1648,1,C_perfringens_S107,M9,0.5729714883337943,24,4.729714883337943
1649,1,C_perfringens_S107,M9,0.573,48,4.7299999999999995
1650,0,C_perfringens_S107,M10,0.3777069667152876,8,2.777069667152876
1651,0,C_perfringens_S107,M10,0.37799815935603565,12,2.7799815935603567
1652,0,C_perfringens_S107,M10,0.3779999990851094,18,2.779999990851094
1653,0,C_perfringens_S107,M10,0.37799999999954526,24,2.7799999999954528
1654,0,C_perfringens_S107,M10,0.378,48,2.7800000000000002
1655,1,C_perfringens_S107,M10,0.3579999995446689,8,2.579999995446689
1656,1,C_perfringens_S107,M10,0.3579999999999953,12,2.5799999999999534
1657,1,C_perfringens_S107,M10,0.358,18,2.58
1658,1,C_perfringens_S107,M10,0.358,24,2.58
1659,1,C_perfringens_S107,M10,0.358,48,2.58
1660,0,C_perfringens_S107,M11,0.24159925075967914,8,1.4159925075967912
1661,0,C_perfringens_S107,M11,0.24391320853407375,12,1.4391320853407374
1662,0,C_perfringens_S107,M11,0.24399941739677053,18,1.4399941739677051
1663,0,C_perfringens_S107,M11,0.24399999609149728,24,1.4399999609149727
1664,0,C_perfringens_S107,M11,0.244,48,1.4399999999999997
1665,1,C_perfringens_S107,M11,0.21550283930605374,8,1.1550283930605372
1666,1,C_perfringens_S107,M11,0.3728681162234758,12,2.7286811622347584
1667,1,C_perfringens_S107,M11,0.6670466823707455,18,5.6704668237074545
1668,1,C_perfringens_S107,M11,0.8018597291353238,24,7.018597291353237
1669,1,C_perfringens_S107,M11,0.84,48,7.3999999999999995
1670,0,C_perfringens_S107,M13,0.1,8,0.0
1671,0,C_perfringens_S107,M13,0.1,12,0.0
1672,0,C_perfringens_S107,M13,0.1,18,0.0
1673,0,C_perfringens_S107,M13,0.1,24,0.0
1674,0,C_perfringens_S107,M13,0.1,48,0.0
1675,1,C_perfringens_S107,M13,0.1,8,0.0
1676,1,C_perfringens_S107,M13,0.1,12,0.0
1677,1,C_perfringens_S107,M13,0.1,18,0.0
1678,1,C_perfringens_S107,M13,0.1,24,0.0
1679,1,C_perfringens_S107,M13,0.1,48,0.0
1680,0,C_perfringens_S107,M14,0.19788000260522426,8,0.9788000260522425
1681,0,C_perfringens_S107,M14,0.33217754813411027,12,2.3217754813411027
1682,0,C_perfringens_S107,M14,0.5436689224090867,18,4.436689224090867
1683,0,C_perfringens_S107,M14,0.6181647653817717,24,5.181647653817716
1684,0,C_perfringens_S107,M14,0.635,48,5.35
1685,1,C_perfringens_S107,M14,0.2847009753380313,8,1.8470097533803127
1686,1,C_perfringens_S107,M14,0.4740168395067963,12,3.740168395067963
1687,1,C_perfringens_S107,M14,0.6188106154598849,18,5.188106154598849
1688,1,C_perfringens_S107,M14,0.6427581521194962,24,5.427581521194962
1689,1,C_perfringens_S107,M14,0.646,48,5.46
1690,0,C_perfringens_S107,M16,0.1,8,0.0
1691,0,C_perfringens_S107,M16,0.1,12,0.0
1692,0,C_perfringens_S107,M16,0.1,18,0.0
1693,0,C_perfringens_S107,M16,0.1,24,0.0
1694,0,C_perfringens_S107,M16,0.1,48,0.0
1695,0,C_ramosum,M1,0.1,8,0.0
1696,0,C_ramosum,M1,0.1,12,0.0
1697,0,C_ramosum,M1,0.1,18,0.0
1698,0,C_ramosum,M1,0.1,24,0.0
1699,0,C_ramosum,M1,0.1,48,0.0
1700,1,C_ramosum,M1,0.1,8,0.0
1701,1,C_ramosum,M1,0.1,12,0.0
1702,1,C_ramosum,M1,0.1,18,0.0
1703,1,C_ramosum,M1,0.1,24,0.0
1704,1,C_ramosum,M1,0.1,48,0.0
1705,0,C_ramosum,M2,0.339326543757152,8,2.39326543757152
1706,0,C_ramosum,M2,0.5403674689213837,12,4.403674689213837
1707,0,C_ramosum,M2,0.6379531997717093,18,5.379531997717093
1708,0,C_ramosum,M2,0.648063150253499,24,5.48063150253499
1709,0,C_ramosum,M2,0.649,48,5.49
1710,1,C_ramosum,M2,0.4645268349560301,8,3.645268349560301
1711,1,C_ramosum,M2,0.712886901366787,12,6.12886901366787
1712,1,C_ramosum,M2,0.7685989263318822,18,6.685989263318822
1713,1,C_ramosum,M2,0.7709087465314983,24,6.709087465314983
1714,1,C_ramosum,M2,0.771,48,6.71
1715,0,C_ramosum,M3,0.3410146948759144,8,2.410146948759144
1716,0,C_ramosum,M3,0.6242564771209879,12,5.242564771209879
1717,0,C_ramosum,M3,0.7718413692555095,18,6.718413692555095
1718,0,C_ramosum,M3,0.7850138901183157,24,6.850138901183157
1719,0,C_ramosum,M3,0.786,48,6.86
1720,1,C_ramosum,M3,,8,
1721,1,C_ramosum,M3,,12,
1722,1,C_ramosum,M3,,18,
1723,1,C_ramosum,M3,,24,
1724,1,C_ramosum,M3,,48,
1725,0,C_ramosum,M4,0.2799437820011975,8,1.799437820011975
1726,0,C_ramosum,M4,0.366614088491232,12,2.6661408849123203
1727,0,C_ramosum,M4,0.38948935197335577,18,2.8948935197335577
1728,0,C_ramosum,M4,0.39091338976851875,24,2.9091338976851877
1729,0,C_ramosum,M4,0.391,48,2.91
1730,1,C_ramosum,M4,0.21859646040271663,8,1.185964604027166
1731,1,C_ramosum,M4,0.3505362843257771,12,2.505362843257771
1732,1,C_ramosum,M4,0.47609681429971296,18,3.76096814299713
1733,1,C_ramosum,M4,0.5022770956984618,24,4.022770956984618
1734,1,C_ramosum,M4,0.5065,48,4.0649999999999995
1735,0,C_ramosum,M5,0.43380690570918756,8,3.3380690570918756
1736,0,C_ramosum,M5,0.740723270063483,12,6.407232700634831
1737,0,C_ramosum,M5,0.8682081533014884,18,7.682081533014884
1738,0,C_ramosum,M5,0.8782883022216587,24,7.782883022216587
1739,0,C_ramosum,M5,0.879,48,7.79
1740,1,C_ramosum,M5,0.5153510228116562,8,4.153510228116562
1741,1,C_ramosum,M5,1.0209941852687223,12,9.209941852687223
1742,1,C_ramosum,M5,1.2195887489161772,18,11.19588748916177
1743,1,C_ramosum,M5,1.231393137813494,24,11.313931378134937
1744,1,C_ramosum,M5,1.232,48,11.319999999999999
1745,0,C_ramosum,M7,0.5265653571624425,8,4.265653571624425
1746,0,C_ramosum,M7,0.6108530918708956,12,5.108530918708956
1747,0,C_ramosum,M7,0.6178791918848603,18,5.178791918848603
1748,0,C_ramosum,M7,0.6179979851570923,24,5.1799798515709226
1749,0,C_ramosum,M7,0.618,48,5.18
1750,1,C_ramosum,M7,0.4458807040462358,8,3.458807040462358
1751,1,C_ramosum,M7,0.7653896845925013,12,6.653896845925013
1752,1,C_ramosum,M7,0.8636001883541532,18,7.636001883541532
1753,1,C_ramosum,M7,0.8687531204436074,24,7.687531204436074
1754,1,C_ramosum,M7,0.869,48,7.6899999999999995
1755,0,C_ramosum,M8,0.6719196534390295,8,5.719196534390295
1756,0,C_ramosum,M8,0.8463892445807445,12,7.463892445807445
1757,0,C_ramosum,M8,0.8627081921710097,18,7.627081921710097
1758,0,C_ramosum,M8,0.86299498149077,24,7.6299498149077
1759,0,C_ramosum,M8,0.863,48,7.63
1760,1,C_ramosum,M8,0.5168640461797834,8,4.1686404617978345
1761,1,C_ramosum,M8,1.1016944633165382,12,10.01694463316538
1762,1,C_ramosum,M8,1.4325495945176263,18,13.325495945176261
1763,1,C_ramosum,M8,1.4610296306914927,24,13.610296306914925
1764,1,C_ramosum,M8,1.463,48,13.629999999999999
1765,0,C_ramosum,M9,0.1,8,0.0
1766,0,C_ramosum,M9,0.1,12,0.0
1767,0,C_ramosum,M9,0.1,18,0.0
1768,0,C_ramosum,M9,0.1,24,0.0
1769,0,C_ramosum,M9,0.1,48,0.0
1770,1,C_ramosum,M9,0.1,8,0.0
1771,1,C_ramosum,M9,0.1,12,0.0
1772,1,C_ramosum,M9,0.1,18,0.0
1773,1,C_ramosum,M9,0.1,24,0.0
1774,1,C_ramosum,M9,0.1,48,0.0
1775,0,C_ramosum,M10,0.2501146516660736,8,1.5011465166607358
1776,0,C_ramosum,M10,0.46246430139428363,12,3.6246430139428365
1777,0,C_ramosum,M10,0.6797060252146644,18,5.797060252146644
1778,0,C_ramosum,M10,0.720556969631001,24,6.20556969631001
1779,0,C_ramosum,M10,0.726,48,6.26
1780,1,C_ramosum,M10,0.27209292735117724,8,1.7209292735117723
1781,1,C_ramosum,M10,0.5726711135348079,12,4.726711135348079
1782,1,C_ramosum,M10,0.9479820263660921,18,8.47982026366092
1783,1,C_ramosum,M10,1.0238624160021599,24,9.2386241600216
1784,1,C_ramosum,M10,1.0335,48,9.335
1785,0,C_ramosum,M11,0.3966671369283299,8,2.966671369283299
1786,0,C_ramosum,M11,0.8328293402440011,12,7.3282934024400115
1787,0,C_ramosum,M11,1.0809640653322623,18,9.809640653322623
1788,0,C_ramosum,M11,1.1016290288269779,24,10.016290288269778
1789,0,C_ramosum,M11,1.103,48,10.029999999999998
1790,1,C_ramosum,M11,0.3295325660435814,8,2.2953256604358137
1791,1,C_ramosum,M11,0.6371380193756954,12,5.371380193756954
1792,1,C_ramosum,M11,0.9149606317895856,18,8.149606317895856
1793,1,C_ramosum,M11,0.9612814032628053,24,8.612814032628053
1794,1,C_ramosum,M11,0.967,48,8.67
1795,0,C_ramosum,M13,0.1,8,0.0
1796,0,C_ramosum,M13,0.1,12,0.0
1797,0,C_ramosum,M13,0.1,18,0.0
1798,0,C_ramosum,M13,0.1,24,0.0
1799,0,C_ramosum,M13,0.1,48,0.0
1800,1,C_ramosum,M13,0.1,8,0.0
1801,1,C_ramosum,M13,0.1,12,0.0
1802,1,C_ramosum,M13,0.1,18,0.0
1803,1,C_ramosum,M13,0.1,24,0.0
1804,1,C_ramosum,M13,0.1,48,0.0
1805,0,C_ramosum,M14,0.1,8,0.0
1806,0,C_ramosum,M14,0.1,12,0.0
1807,0,C_ramosum,M14,0.1,18,0.0
1808,0,C_ramosum,M14,0.1,24,0.0
1809,0,C_ramosum,M14,0.1,48,0.0
1810,1,C_ramosum,M14,0.1,8,0.0
1811,1,C_ramosum,M14,0.1,12,0.0
1812,1,C_ramosum,M14,0.1,18,0.0
1813,1,C_ramosum,M14,0.1,24,0.0
1814,1,C_ramosum,M14,0.1,48,0.0
1815,0,C_ramosum,M16,0.1,8,0.0
1816,0,C_ramosum,M16,0.1,12,0.0
1817,0,C_ramosum,M16,0.1,18,0.0
1818,0,C_ramosum,M16,0.1,24,0.0
1819,0,C_ramosum,M16,0.1,48,0.0
1820,0,C_saccharolyticum,M1,0.21049987502701645,8,1.1049987502701644
1821,0,C_saccharolyticum,M1,0.2104999999580762,12,1.1049999995807618
1822,0,C_saccharolyticum,M1,0.21049999999999974,18,1.1049999999999973
1823,0,C_saccharolyticum,M1,0.21050000000000002,24,1.105
1824,0,C_saccharolyticum,M1,0.21050000000000002,48,1.105
1825,1,C_saccharolyticum,M1,0.2312596542988149,8,1.3125965429881488
1826,1,C_saccharolyticum,M1,0.25742369926988506,12,1.5742369926988504
1827,1,C_saccharolyticum,M1,0.26179431239531437,18,1.6179431239531434
1828,1,C_saccharolyticum,M1,0.261990993912389,24,1.6199099391238898
1829,1,C_saccharolyticum,M1,0.262,48,1.6199999999999999
1830,0,C_saccharolyticum,M2,0.18098648524186478,8,0.8098648524186477
1831,0,C_saccharolyticum,M2,0.31052594985146875,12,2.1052594985146875
1832,0,C_saccharolyticum,M2,0.7276169285104082,18,6.276169285104081
1833,0,C_saccharolyticum,M2,1.1388216205363058,24,10.388216205363056
1834,0,C_saccharolyticum,M2,1.342,48,12.42
1835,1,C_saccharolyticum,M2,0.21456429000713131,8,1.145642900071313
1836,1,C_saccharolyticum,M2,0.4291581592563909,12,3.291581592563909
1837,1,C_saccharolyticum,M2,0.9851461082758883,18,8.851461082758883
1838,1,C_saccharolyticum,M2,1.2870902054981255,24,11.870902054981253
1839,1,C_saccharolyticum,M2,1.3635000000000002,48,12.635
1840,0,C_saccharolyticum,M3,0.19470696076302407,8,0.9470696076302406
1841,0,C_saccharolyticum,M3,0.3114626313522438,12,2.1146263135224377
1842,0,C_saccharolyticum,M3,0.47368066702342515,18,3.7368066702342517
1843,0,C_saccharolyticum,M3,0.5262130265735717,24,4.262130265735717
1844,0,C_saccharolyticum,M3,0.538,48,4.38
1845,1,C_saccharolyticum,M3,,8,
1846,1,C_saccharolyticum,M3,,12,
1847,1,C_saccharolyticum,M3,,18,
1848,1,C_saccharolyticum,M3,,24,
1849,1,C_saccharolyticum,M3,,48,
1850,0,C_saccharolyticum,M4,0.22260619033461165,8,1.2260619033461164
1851,0,C_saccharolyticum,M4,0.37781164159025316,12,2.7781164159025318
1852,0,C_saccharolyticum,M4,0.5431156480813368,18,4.431156480813368
1853,0,C_saccharolyticum,M4,0.579258513424086,24,4.792585134240859
1854,0,C_saccharolyticum,M4,0.585,48,4.85
1855,1,C_saccharolyticum,M4,0.22839230431125374,8,1.2839230431125372
1856,1,C_saccharolyticum,M4,0.39171258116672103,12,2.9171258116672103
1857,1,C_saccharolyticum,M4,0.6564607598193891,18,5.564607598193891
1858,1,C_saccharolyticum,M4,0.7608187874915179,24,6.608187874915179
1859,1,C_saccharolyticum,M4,0.7879999999999999,48,6.879999999999999
1860,0,C_saccharolyticum,M5,,8,
1861,0,C_saccharolyticum,M5,,12,
1862,0,C_saccharolyticum,M5,,18,
1863,0,C_saccharolyticum,M5,,24,
1864,0,C_saccharolyticum,M5,,48,
1865,1,C_saccharolyticum,M5,,8,
1866,1,C_saccharolyticum,M5,,12,
1867,1,C_saccharolyticum,M5,,18,
1868,1,C_saccharolyticum,M5,,24,
1869,1,C_saccharolyticum,M5,,48,
1870,0,C_saccharolyticum,M7,,8,
1871,0,C_saccharolyticum,M7,,12,
1872,0,C_saccharolyticum,M7,,18,
1873,0,C_saccharolyticum,M7,,24,
1874,0,C_saccharolyticum,M7,,48,
1875,1,C_saccharolyticum,M7,,8,
1876,1,C_saccharolyticum,M7,,12,
1877,1,C_saccharolyticum,M7,,18,
1878,1,C_saccharolyticum,M7,,24,
1879,1,C_saccharolyticum,M7,,48,
1880,0,C_saccharolyticum,M8,,8,
1881,0,C_saccharolyticum,M8,,12,
1882,0,C_saccharolyticum,M8,,18,
1883,0,C_saccharolyticum,M8,,24,
1884,0,C_saccharolyticum,M8,,48,
1885,1,C_saccharolyticum,M8,0.20170390127919996,8,1.0170390127919995
1886,1,C_saccharolyticum,M8,0.371275233006086,12,2.71275233006086
1887,1,C_saccharolyticum,M8,0.8996953765225139,18,7.996953765225139
1888,1,C_saccharolyticum,M8,1.3609573867362526,24,12.609573867362524
1889,1,C_saccharolyticum,M8,1.5550000000000002,48,14.55
1890,0,C_saccharolyticum,M9,0.1,8,0.0
1891,0,C_saccharolyticum,M9,0.1,12,0.0
1892,0,C_saccharolyticum,M9,0.1,18,0.0
1893,0,C_saccharolyticum,M9,0.1,24,0.0
1894,0,C_saccharolyticum,M9,0.1,48,0.0
1895,1,C_saccharolyticum,M9,0.1,8,0.0
1896,1,C_saccharolyticum,M9,0.1,12,0.0
1897,1,C_saccharolyticum,M9,0.1,18,0.0
1898,1,C_saccharolyticum,M9,0.1,24,0.0
1899,1,C_saccharolyticum,M9,0.1,48,0.0
1900,0,C_saccharolyticum,M10,0.1627124419777083,8,0.6271244197770828
1901,0,C_saccharolyticum,M10,0.2435774956927926,12,1.435774956927926
1902,0,C_saccharolyticum,M10,0.4716868443218115,18,3.7168684432181154
1903,0,C_saccharolyticum,M10,0.6985210402687946,24,5.985210402687946
1904,0,C_saccharolyticum,M10,0.84,48,7.3999999999999995
1905,1,C_saccharolyticum,M10,0.1880707598442824,8,0.8807075984428239
1906,1,C_saccharolyticum,M10,0.325195007180323,12,2.25195007180323
1907,1,C_saccharolyticum,M10,0.6689396595022997,18,5.689396595022997
1908,1,C_saccharolyticum,M10,0.8888953273556331,24,7.888953273556331
1909,1,C_saccharolyticum,M10,0.9635,48,8.635
1910,0,C_saccharolyticum,M11,,8,
1911,0,C_saccharolyticum,M11,,12,
1912,0,C_saccharolyticum,M11,,18,
1913,0,C_saccharolyticum,M11,,24,
1914,0,C_saccharolyticum,M11,,48,
1915,1,C_saccharolyticum,M11,,8,
1916,1,C_saccharolyticum,M11,,12,
1917,1,C_saccharolyticum,M11,,18,
1918,1,C_saccharolyticum,M11,,24,
1919,1,C_saccharolyticum,M11,,48,
1920,0,C_saccharolyticum,M13,0.1,8,0.0
1921,0,C_saccharolyticum,M13,0.1,12,0.0
1922,0,C_saccharolyticum,M13,0.1,18,0.0
1923,0,C_saccharolyticum,M13,0.1,24,0.0
1924,0,C_saccharolyticum,M13,0.1,48,0.0
1925,1,C_saccharolyticum,M13,0.1,8,0.0
1926,1,C_saccharolyticum,M13,0.1,12,0.0
1927,1,C_saccharolyticum,M13,0.1,18,0.0
1928,1,C_saccharolyticum,M13,0.1,24,0.0
1929,1,C_saccharolyticum,M13,0.1,48,0.0
1930,0,C_saccharolyticum,M14,0.1,8,0.0
1931,0,C_saccharolyticum,M14,0.1,12,0.0
1932,0,C_saccharolyticum,M14,0.1,18,0.0
1933,0,C_saccharolyticum,M14,0.1,24,0.0
1934,0,C_saccharolyticum,M14,0.1,48,0.0
1935,1,C_saccharolyticum,M14,0.1,8,0.0
1936,1,C_saccharolyticum,M14,0.1,12,0.0
1937,1,C_saccharolyticum,M14,0.1,18,0.0
1938,1,C_saccharolyticum,M14,0.1,24,0.0
1939,1,C_saccharolyticum,M14,0.1,48,0.0
1940,0,C_saccharolyticum,M16,0.1,8,0.0
1941,0,C_saccharolyticum,M16,0.1,12,0.0
1942,0,C_saccharolyticum,M16,0.1,18,0.0
1943,0,C_saccharolyticum,M16,0.1,24,0.0
1944,0,C_saccharolyticum,M16,0.1,48,0.0
