community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	L_plantarum	L_lactis	M_so4_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_spmd_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_succ_e	1.0	0.0	1	0.0
all	minimal	L_plantarum	L_lactis	M_sucr_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_tartr__L_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_thm_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_thr__L_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_thymd_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_tre_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_uaagmda_e	1.0	0.46	0	0.0
all	minimal	L_plantarum	L_lactis	M_udcpdp_e	1.0	0.3	1	0.3
all	minimal	L_plantarum	L_lactis	M_udcpo5_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_udcpp_e	1.0	0.0	1	0.0
all	minimal	L_plantarum	L_lactis	M_ura_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_urate_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_urea_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_uri_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_val__L_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_xan_e	1.0	0.0	1	0.0
all	minimal	L_plantarum	L_lactis	M_xyl__D_e	1.0	0.0	0	0.0
all	minimal	L_plantarum	L_lactis	M_zn2_e	1.0	1.0	0	0.0
